Campaign,Ad group,Keyword,KW ID,Match type,Quality score,Est First Pos. Bid,Est Top of Page Bid
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Chevrolet-MO_Volt-YR_15,2015 chevrolet volt for sale,183894095,Exact,3,$9.84,$5.80
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Chevrolet-MO_Volt-YR_15,chevrolet volt 2015,659557816,Exact,4,$8.18,$6.82
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Chevrolet-MO_Volt-YR_15,+2015 +chevrolet +volt +for +sale,212856388,Broad,4,$5.72,$4.67
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Chevrolet-MO_Volt-YR_15,2015 chevrolet volt,760043739,Exact,10,$10.91,$5.93
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_11,2011 ford fusion,355116795,Exact,4,$10.90,$9.08
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_11,+ford +fusion +2011,484539534,Broad,7,$8.00,$5.66
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_12,+ford +fusion +2012,867327479,Broad,5,$7.68,$3.57
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_12,ford fusion 2012,765485217,Exact,6,$9.93,$8.28
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_12,2012 ford fusion,759448908,Exact,7,$7.96,$6.63
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_13,2013 ford fusion,755552333,Exact,6,$9.20,$4.23
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_13,+2013 +ford +fusion,301034315,Broad,6,$7.17,$5.24
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_13,+ford +fusion +2013,177491829,Broad,8,$10.01,$8.34
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_14,ford fusion 2014,442247855,Exact,3,$10.83,$9.02
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_14,+ford +fusion +2014,532830812,Broad,3,$9.29,$7.74
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_14,2014 ford fusion for sale,245440118,Exact,7,$10.66,$7.36
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_14,+2014 +ford +fusion +for +sale,218327610,Broad,9,$10.20,$8.50
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_15,2015 ford fusion,776892022,Exact,3,$11.05,$9.21
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_15,+ford +fusion +2015,793055795,Broad,3,$11.44,$7.40
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_15,+2015 +ford +fusion,396251819,Broad,6,$8.49,$7.08
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Ford-MO_Fusion-YR_15,ford fusion 2015,235897075,Exact,9,$3.66,$2.70
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_11,2011 gmc acadia,300724992,Exact,3,$7.57,$6.00
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_11,+2011 +gmc +acadia +for +sale,753514476,Broad,8,$10.86,$9.05
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_11,+2011 +gmc +acadia,540115472,Broad,9,$4.83,$2.44
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_11,gmc acadia 2011,135986880,Exact,10,$6.19,$5.16
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_11,2011 gmc acadia for sale,364022885,Exact,10,$10.87,$9.06
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_12,+2012 +gmc +acadia +for +sale,834624511,Broad,4,$11.41,$3.29
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_12,2012 gmc acadia for sale,656451597,Exact,6,$10.95,$9.13
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_12,+2012 +gmc +acadia,816943146,Broad,6,$9.86,$2.61
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_12,2012 gmc acadia,401521915,Exact,7,$3.56,$2.72
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_12,+gmc +acadia +2012,277836435,Broad,8,$7.11,$5.93
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_13,gmc acadia 2013,589001322,Exact,4,$10.83,$4.75
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_13,+2013 +gmc +acadia,288355535,Broad,6,$6.55,$2.33
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_13,2013 gmc acadia for sale,344208411,Exact,9,$4.85,$4.05
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_13,+gmc +acadia +2013,352806472,Broad,9,$11.09,$9.24
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_13,+2013 +gmc +acadia +for +sale,603994306,Broad,9,$11.20,$9.33
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_14,gmc acadia 2014,393575506,Exact,4,$5.56,$2.61
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_14,+2014 +gmc +acadia,472496692,Broad,4,$9.60,$6.65
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_14,+gmc +acadia +2014,805481574,Broad,9,$9.41,$7.84
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_14,2014 gmc acadia for sale,524943198,Exact,10,$11.67,$8.01
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_15,gmc acadia 2015,124937719,Exact,3,$7.00,$5.83
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_15,+2015 +gmc +acadia,720219595,Broad,6,$11.59,$9.66
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_15,2015 gmc acadia for sale,340287915,Exact,10,$7.57,$6.31
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Acadia-YR_15,+2015 +gmc +acadia +for +sale,587649685,Broad,10,$6.81,$2.46
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_11,gmc terrain 2011,325855014,Exact,8,$8.73,$3.25
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_12,+gmc +terrain +2012,219275696,Broad,6,$10.41,$4.52
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_12,gmc terrain 2012,307803008,Exact,9,$8.06,$3.69
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_12,+2012 +gmc +terrain,474475071,Broad,10,$9.65,$5.23
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_13,gmc terrain 2013,830325963,Exact,10,$9.99,$8.33
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_14,+2014 +gmc +terrain,333247813,Broad,4,$5.46,$2.89
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_14,+2014 +gmc +terrain +for +sale,313499378,Broad,4,$5.72,$4.55
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_14,gmc terrain 2014,873133268,Exact,5,$10.52,$7.36
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_14,2014 gmc terrain for sale,108098022,Exact,7,$7.25,$6.04
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_15,2015 gmc terrain,549363659,Exact,3,$10.20,$8.50
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_15,+gmc +terrain +2015,260875280,Broad,3,$6.33,$3.05
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_15,+2015 +gmc +terrain,649082112,Broad,3,$8.00,$4.06
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_15,+2015 +gmc +terrain +for +sale,755419691,Broad,6,$7.38,$6.15
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_GMC-MO_Terrain-YR_15,2015 gmc terrain for sale,746537167,Exact,8,$11.06,$6.36
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_11,2011 honda accord for sale,462757084,Exact,4,$8.37,$6.98
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_11,+honda +accord +2011,365401846,Broad,4,$8.94,$7.45
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_12,honda accord 2012,238551516,Exact,4,$8.62,$7.18
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_12,+2012 +honda +accord +for +sale,827048454,Broad,7,$9.35,$2.89
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_12,2012 honda accord for sale,474174170,Exact,8,$4.32,$2.51
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_12,+2012 +honda +accord,688280035,Broad,9,$8.34,$6.95
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_13,2013 honda accord for sale,137546734,Exact,6,$7.92,$3.23
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_13,+2013 +honda +accord +for +sale,329254393,Broad,8,$4.78,$3.99
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_14,+2014 +honda +accord,676691511,Broad,5,$10.33,$2.71
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_14,+honda +accord +2014,868538937,Broad,8,$3.64,$2.24
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_14,2014 honda accord,515126376,Exact,9,$4.13,$3.40
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_15,2015 honda accord for sale,399352512,Exact,4,$9.36,$4.29
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_15,+2015 +honda +accord,635032049,Broad,5,$9.28,$2.18
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Accord-YR_15,honda accord 2015,128933551,Exact,6,$11.32,$9.44
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Civic-YR_12,+2012 +honda +civic +for +sale,608802986,Broad,3,$6.87,$3.89
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Civic-YR_12,+2012 +honda +civic,606511645,Broad,5,$10.59,$7.31
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Civic-YR_13,2013 honda civic,739794554,Exact,4,$8.89,$2.14
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Civic-YR_14,2014 honda civic for sale,339485567,Exact,4,$10.70,$3.22
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Civic-YR_15,2015 honda civic,157175432,Exact,3,$6.27,$5.22
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_Civic-YR_15,+2015 +honda +civic,170179073,Broad,3,$11.90,$9.92
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_11,+2011 +honda +crv +for +sale,421919433,Broad,4,$6.21,$5.18
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_11,2011 honda crv for sale,866641216,Exact,6,$9.38,$7.81
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_11,2011 honda crv,650271612,Exact,7,$6.57,$5.47
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_11,+2011 +honda +crv,852346820,Broad,7,$8.16,$6.80
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_12,2012 honda crv,552648906,Exact,5,$9.11,$7.59
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_12,+2012 +honda +crv +for +sale,623026429,Broad,6,$3.25,$2.71
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_12,2012 honda crv for sale,475350849,Exact,8,$11.10,$5.55
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_13,+2013 +honda +crv +for +sale,597422794,Broad,9,$11.65,$9.71
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_14,+2014 +honda +crv,446056215,Broad,8,$10.63,$5.33
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_14,2014 honda crv,564337444,Exact,9,$7.98,$3.39
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_15,2015 honda crv,225930987,Exact,4,$8.05,$2.41
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_15,+2015 +honda +crv +for +sale,137217797,Broad,4,$10.93,$9.11
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_15,2015 honda crv for sale,446069117,Exact,7,$6.58,$5.42
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Honda-MO_CRV-YR_15,+honda +crv +2015,576846657,Broad,7,$11.35,$6.08
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Elantra-YR_11,+2011 +hyundai +elantra,242145016,Broad,3,$8.88,$7.40
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Elantra-YR_12,2012 hyundai elantra for sale,305483580,Exact,3,$9.39,$5.15
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Elantra-YR_14,+hyundai +elantra +2014,713114283,Broad,3,$8.04,$6.70
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Elantra-YR_15,hyundai elantra 2015,547088056,Exact,4,$9.39,$3.67
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_11,2011 hyundai sonata,705318828,Exact,4,$7.28,$2.56
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_11,+hyundai +sonata +2011,142301606,Broad,4,$7.43,$5.64
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_11,+2011 +hyundai +sonata +for +sale,484386351,Broad,6,$8.31,$2.54
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_12,hyundai sonata 2012,147424426,Exact,4,$11.47,$3.76
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_12,+2012 +hyundai +sonata +for +sale,164599722,Broad,4,$10.38,$8.65
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_12,+2012 +hyundai +sonata,180510227,Broad,6,$6.29,$5.24
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_12,2012 hyundai sonata for sale,744581849,Exact,7,$5.58,$4.53
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_13,+2013 +hyundai +sonata,144977380,Broad,3,$8.02,$6.68
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_13,+2013 +hyundai +sonata +for +sale,570981880,Broad,3,$11.96,$9.93
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_14,+2014 +hyundai +sonata,220360688,Broad,5,$11.95,$5.97
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_14,hyundai sonata 2014,462634284,Exact,6,$9.31,$4.72
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_14,+2014 +hyundai +sonata +for +sale,280552316,Broad,7,$9.55,$2.61
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_15,+hyundai +sonata +2015,455749867,Broad,4,$6.79,$3.41
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_15,2015 hyundai sonata,722442842,Exact,5,$11.89,$3.55
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Hyundai-MO_Sonata-YR_15,hyundai sonata 2015,523899724,Exact,10,$7.53,$3.87
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_11,+kia +forte +2011,268236075,Broad,4,$7.76,$3.37
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_11,+2011 +kia +forte,852603113,Broad,6,$10.29,$8.58
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_11,2011 kia forte,441570122,Exact,7,$7.74,$6.45
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_11,kia forte 2011,793773309,Exact,10,$9.93,$3.33
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_11,2011 kia forte for sale,531867053,Exact,10,$6.68,$5.57
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_11,+2011 +kia +forte +for +sale,131489582,Broad,10,$10.14,$4.58
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_12,kia forte 2012,712672608,Exact,3,$9.68,$8.07
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_12,+2012 +kia +forte +for +sale,595887114,Broad,5,$11.50,$9.08
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_12,2012 kia forte for sale,460822068,Exact,6,$7.95,$6.29
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_12,+kia +forte +2012,173467834,Broad,7,$11.34,$7.42
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_13,2013 kia forte for sale,603464033,Exact,3,$9.11,$7.59
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_13,+2013 +kia +forte,255356264,Broad,3,$10.92,$9.10
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_13,2013 kia forte,754804126,Exact,8,$8.61,$3.62
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_13,+kia +forte +2013,298157237,Broad,8,$5.69,$4.74
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_14,2014 kia forte,656782964,Exact,4,$9.89,$8.24
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_14,+2014 +kia +forte,864748655,Broad,5,$9.29,$2.38
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_14,+2014 +kia +forte +for +sale,613075565,Broad,6,$8.82,$3.80
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_14,kia forte 2014,318833818,Exact,7,$10.35,$8.63
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_15,+2015 +kia +forte,559421085,Broad,3,$10.54,$8.78
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_15,kia forte 2015,369034479,Exact,8,$6.59,$4.46
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_15,2015 kia forte,744642598,Exact,10,$8.96,$7.28
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Forte-YR_15,+2015 +kia +forte +for +sale,127491418,Broad,10,$6.27,$5.23
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_11,2011 kia optima for sale,634592005,Exact,3,$10.18,$8.49
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_11,+2011 +kia +optima,226413388,Broad,5,$7.83,$3.11
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_11,+2011 +kia +optima +for +sale,249825897,Broad,6,$7.99,$5.41
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_12,+2012 +kia +optima,871884504,Broad,6,$8.09,$2.90
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_12,2012 kia optima,752796833,Exact,7,$7.83,$5.97
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_13,2013 kia optima,353137693,Exact,3,$4.70,$3.92
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_13,kia optima 2013,258917483,Exact,5,$11.55,$6.03
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_13,+2013 +kia +optima,450975388,Broad,5,$9.10,$5.63
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_13,+2013 +kia +optima +for +sale,782958386,Broad,5,$5.50,$3.13
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_14,2014 kia optima for sale,514015242,Exact,3,$5.66,$4.72
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_14,2014 kia optima,418506788,Exact,10,$10.35,$5.84
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_15,2015 kia optima for sale,768444694,Exact,3,$10.22,$8.51
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_15,+2015 +kia +optima,827138906,Broad,4,$9.81,$7.96
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_15,+2015 +kia +optima +for +sale,563325930,Broad,5,$4.65,$3.13
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_15,kia optima 2015,687082853,Exact,6,$11.20,$9.33
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Optima-YR_15,+kia +optima +2015,714907626,Broad,7,$5.59,$4.66
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_11,2011 kia sorento for sale,469744616,Exact,3,$4.77,$3.97
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_11,2011 kia sorento,134194776,Exact,6,$8.75,$5.83
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_11,+kia +sorento +2011,230336045,Broad,6,$7.78,$5.24
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_11,+2011 +kia +sorento,777015500,Broad,6,$9.94,$8.28
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_11,+2011 +kia +sorento +for +sale,282192186,Broad,7,$6.67,$5.56
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_11,kia sorento 2011,156523114,Exact,9,$9.17,$5.69
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_12,2012 kia sorento,401966647,Exact,3,$7.26,$6.05
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_12,+2012 +kia +sorento,124753248,Broad,4,$6.95,$3.06
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_12,2012 kia sorento for sale,705714245,Exact,5,$8.18,$2.71
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_12,+kia +sorento +2012,168243930,Broad,5,$10.80,$5.56
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_12,+2012 +kia +sorento +for +sale,286930728,Broad,5,$6.34,$5.28
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_13,2013 kia sorento for sale,705867830,Exact,3,$8.48,$4.00
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_13,+2013 +kia +sorento,602771026,Broad,4,$9.27,$7.72
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_13,kia sorento 2013,217051320,Exact,5,$11.95,$9.02
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_13,+2013 +kia +sorento +for +sale,240067171,Broad,8,$9.35,$7.79
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_14,kia sorento 2014,893283486,Exact,4,$10.60,$2.12
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_14,+kia +sorento +2014,325144294,Broad,6,$4.22,$3.00
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_14,+2014 +kia +sorento +for +sale,294979155,Broad,7,$11.59,$9.66
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_14,2014 kia sorento,105853628,Exact,8,$11.20,$4.59
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_14,2014 kia sorento for sale,743926725,Exact,8,$7.91,$3.53
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_14,+2014 +kia +sorento,255487357,Broad,9,$10.21,$8.51
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_15,kia sorento 2015,843379445,Exact,3,$6.60,$2.47
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_15,+kia +sorento +2015,830461367,Broad,3,$8.07,$5.96
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_15,+2015 +kia +sorento +for +sale,194458676,Broad,5,$10.96,$8.16
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_15,+2015 +kia +sorento,862478360,Broad,6,$10.71,$8.93
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Kia-MO_Sorento-YR_15,2015 kia sorento for sale,329070972,Exact,9,$5.62,$3.22
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Nissan-MO_Altima-YR_11,nissan altima 2011,131080549,Exact,7,$7.01,$3.70
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Nissan-MO_Altima-YR_11,2011 nissan altima,248167413,Exact,7,$4.58,$3.82
SRCH-I-NYC-TOTL,SRCH-I-NYC-MK_Nissan-MO_Altima-YR_11,+2011 +nissan +altima,782769822,Broad,9,$11.77,$3.81
