KW ID,Impressions,Clicks,Cost,Conversions
495772294,"18,910",530,"$1,611",0
774771670,"7,150",290,$790,0
193189201,"13,400",60,$206,0
459652897,"18,130",310,"$1,535",0
590622518,"10,170",530,"$2,856",0
149862888,"4,570",200,$489,0
218667495,"22,940",550,"$2,543",0
421703543,"13,380","1,070","$2,146",0
851720435,"25,630",900,"$5,565",1
502548585,"23,950",730,"$2,921",3
561374405,"33,170",900,"$3,519",3
815933979,"10,090",900,"$3,453",3
100250985,"8,660",280,"$1,774",1
490940997,"13,040","1,220","$7,215",1
815770007,"16,370",780,"$1,652",0
269016809,"14,060",940,"$2,630",0
120312568,"18,840",570,"$2,490",0
739376088,"8,530",620,"$2,584",1
894410101,"17,550",380,"$1,672",3
891010006,"29,420",190,$966,3
551947222,"29,990",280,"$1,051",3
337193793,"18,430",470,$963,1
750569496,"25,470",550,"$1,116",0
543532459,"15,390",140,$890,0
610303456,"28,580",640,"$3,494",1
417722713,"29,640",820,"$3,282",3
217253217,"49,830",940,"$4,235",1
836090520,"45,900",190,$487,1
629883332,"18,890",400,"$3,006",0
882335967,"13,620",450,"$1,205",0
323080225,"21,870",500,"$2,381",1
121265321,"16,540",180,"$1,003",1
432504649,"18,910",90,$572,1
170112048,"21,780",130,$330,2
562448047,"23,510",320,"$2,191",2
297404754,"24,210",180,$346,2
177153646,"18,390",50,$100,1
463375508,"25,590",500,"$2,415",1
214324392,"9,250",700,"$5,552",0
812564458,"23,030",540,"$3,258",0
513169813,"24,510",220,"$1,563",0
486795851,"27,220",60,$413,0
426659355,"29,360",610,"$1,480",0
536783916,"28,270",250,$757,0
197224908,"11,420",140,$381,0
192813618,"29,710",710,"$5,144",1
650812944,"15,930",850,"$1,968",3
159425331,"46,420",410,"$1,984",1
308608435,"31,330",880,"$7,751",0
459964992,"14,190",620,"$2,372",0
718303188,"16,670",890,"$3,281",0
492712643,"18,630",440,"$2,002",1
323012623,"20,850",640,$815,1
688884587,"17,850",610,"$2,030",3
847047188,"31,380",340,"$2,289",3
671926438,"24,650",960,"$6,586",3
505083403,"36,230",90,$735,1
170086906,"10,260",750,"$2,493",1
695266022,"36,740","1,610","$5,746",1
109117069,"20,890",440,"$1,604",0
420574318,"25,590",680,$730,0
759115291,"4,800",440,"$1,496",0
557817757,"14,720",160,$642,0
738853418,"3,680",150,$364,1
327291094,"11,360",550,"$1,742",1
877405679,"20,540",270,"$1,504",2
404855897,"20,150",220,$931,2
285177286,"5,230",390,"$1,792",2
113639336,"11,110",580,"$1,415",2
880442157,"19,190",570,"$1,203",0
467417520,"9,420",260,"$1,921",0
308595463,"12,750",580,"$1,454",0
456062035,"13,380",390,"$1,839",0
783002385,"17,490",220,$753,0
707798725,"13,970",410,"$2,283",0
156015890,"7,870",210,"$1,016",0
310880159,"20,730",130,"$1,019",0
876280654,"24,940",500,"$1,727",1
468593472,"26,630",970,"$1,490",1
748689809,"9,870",600,"$2,759",1
397651075,"39,130",430,"$1,263",1
532910272,"18,210","1,120","$3,232",1
466547275,"23,320",980,"$3,812",0
725929669,"19,520",180,$754,0
596587260,"16,380",190,$991,0
547490032,"5,830",400,"$1,018",0
618387478,"4,630",640,"$1,548",0
581752408,"9,320",270,"$1,267",1
144556865,"8,160",110,$519,1
708481582,"6,410",40,$114,1
343260334,"18,860",620,"$2,087",2
162078990,"18,230",580,"$2,346",2
156177028,"23,780",740,"$1,584",2
571221495,"24,720",90,$287,1
146143052,"12,890",220,$770,1
582721955,"10,210",770,"$2,189",1
454726605,"10,330",100,$356,0
425080139,"23,280",370,"$1,003",0
303617703,"24,020",50,$128,0
682102725,"6,500",500,"$1,848",0
150430216,"6,450",410,"$1,987",0
759754324,"14,250",370,"$1,376",1
749993462,"15,740",480,$823,1
490648188,"20,530",180,$490,3
493768993,"28,460",130,$551,3
645691476,"32,040",460,"$3,448",1
577736754,"10,620",220,$441,0
828963775,"18,860","1,370","$5,853",0
262921414,"6,170",140,"$1,069",0
171226918,"11,140",260,"$1,519",0
370092736,"10,490",230,$875,0
380564164,"4,900",380,$693,0
811758711,"18,570",540,$553,1
391095316,"4,880",570,$850,1
607420275,"14,990",470,"$1,778",1
370088980,"4,490",390,"$3,003",2
408417853,"17,620",520,"$3,297",2
365809563,"22,020",620,"$1,621",2
249552866,"15,560",370,"$1,374",0
470240877,"11,290",300,"$1,801",0
600265770,"14,920",60,$173,0
115992356,"26,660",290,"$1,400",0
328013650,"22,830",20,$106,0
622106632,"26,500",570,"$1,774",0
413390659,"11,410",420,$920,0
761568561,"20,130",100,$592,0
771982660,"37,720",70,$556,1
221301691,"39,970",610,"$3,612",1
741378813,"22,600",250,$789,0
858851009,"9,300",400,"$2,757",0
146549022,"8,860",420,"$2,409",0
323619488,"24,820",240,"$1,128",1
193348859,"34,990",900,"$3,447",3
142920431,"18,790",260,$369,3
592893771,"32,280","1,130","$4,788",1
283404116,"37,550",140,$194,1
131910760,"13,980","1,310","$5,157",1
161622303,"46,380",840,"$2,306",0
721831291,"10,630",440,"$3,612",0
416255208,"15,610",20,$86,0
392118400,"9,290",40,$96,0
140884481,"26,520",350,"$1,702",1
759401242,"8,150",690,"$5,327",1
553477156,"10,000",420,"$2,304",2
716717156,"24,970",850,"$3,551",2
203482112,"13,120",420,$942,2
576748689,"22,970",230,"$1,827",1
685864287,"12,620",50,$169,1
191069802,"15,650",810,"$1,876",1
229854643,"14,160",50,$433,0
825129083,"23,280",430,"$1,387",0
263740094,"6,500",130,$320,0
578818746,"12,070",340,"$2,525",0
651996067,"9,140",610,"$1,639",0
704659576,"11,750",40,$189,0
464771421,"6,940",630,$693,0
220471106,"19,970",290,"$2,522",1
641904579,"12,150",100,$225,1
342207297,"13,360",360,"$2,212",1
122871858,"19,290",280,"$1,427",1
110445748,"21,870",500,"$2,178",2
112369428,"16,620",410,"$1,902",2
343104045,"23,370",550,"$3,331",2
196694044,"16,760",700,"$2,080",2
794667283,"13,480",860,"$3,414",2
714352945,"16,500",430,"$3,667",1
793653900,"17,040",500,"$1,215",1
223193083,"4,590",120,$475,1
413162489,"26,910",260,$597,1
379638050,"23,790",740,"$1,024",1
770624426,"9,380",470,"$2,293",1
539796169,"24,850",120,$421,0
267384873,"27,640",200,"$1,068",0
242904256,"26,670",520,"$1,336",0
397890265,"17,770",70,$247,0
315515729,"6,920",130,$259,0
132851527,"4,490",320,$995,1
852816739,"11,000",40,$319,1
513710556,"6,970",470,"$2,410",1
825436090,"6,830",450,"$1,747",1
642958359,"24,260",420,"$3,695",2
892879071,"22,090",420,"$1,614",2
717387433,"10,000",180,"$1,155",2
281739464,"5,100",550,"$1,959",2
362156423,"10,500",320,"$1,564",1
167648288,"13,290",520,"$3,730",1
656950573,"12,930",390,"$2,016",1
658509754,"19,590",510,"$1,851",1
557508123,"6,200",230,"$1,252",0
332679227,"12,190",60,$361,0
578911954,"7,830",260,"$1,694",0
620205527,"7,620",450,"$2,534",0
368906177,"14,880",580,"$3,149",1
794858365,"6,800",430,"$1,196",1
760997783,"14,010",210,"$1,228",3
516997408,"28,100",740,"$5,785",3
602089743,"17,370",820,"$2,468",3
318052112,"36,070",280,"$2,218",1
245795935,"37,220",760,"$4,712",1
368723027,"30,840",540,"$1,223",1
319902313,"21,350",710,"$3,211",0
611701384,"30,070","1,110","$6,476",0
561359974,"12,600",380,"$1,958",0
189505955,"28,390","1,460","$3,981",0
494990721,"17,080",160,$406,0
591124512,"20,690",520,"$3,671",1
783119327,"21,310",200,$553,1
806240221,"5,930",500,"$3,635",2
139978631,"19,560",30,$131,2
303076257,"14,820",690,"$4,035",2
600709623,"18,670",580,"$2,157",2
355663618,"19,970",470,"$3,050",1
604864548,"18,070",50,$167,1
179512477,"7,930",50,$98,1
632610869,"23,670","1,000","$2,268",1
588054708,"5,600",680,"$4,855",0
802688041,"19,730",780,"$3,335",0
613418037,"9,650",560,"$2,192",0
472006798,"21,010",180,$422,0
517941488,"18,930",680,$727,0
261215664,"5,660",550,"$4,946",1
701241377,"11,880",50,$387,1
656081448,"4,370",180,$504,1
756198430,"18,770",120,$331,1
451066831,"20,760",150,$688,1
751037340,"8,250",180,$300,1
171472619,"23,480",20,$152,2
636726108,"12,530",70,$300,2
122604012,"20,800",240,"$1,705",2
762170249,"18,170",680,"$2,748",2
372324029,"10,650",70,$330,1
772677848,"7,880",890,"$4,586",1
183894095,"31,990",550,"$2,760",0
659557816,"20,130",570,"$3,622",0
212856388,"34,240",770,"$6,093",0
760043739,"36,750",200,$738,0
355116795,"8,530",90,$359,0
484539534,"20,780",40,$166,0
867327479,"8,630",30,$101,1
765485217,"32,980",740,"$2,231",1
759448908,"16,580","1,020","$2,462",1
755552333,"9,850","1,090","$6,560",3
301034315,"23,170",560,"$3,534",3
177491829,"28,290","1,100","$5,123",3
442247855,"32,910",720,"$6,061",1
532830812,"28,510",520,"$2,135",1
245440118,"31,410",420,"$1,798",1
218327610,"30,460","1,230","$1,473",1
776892022,"27,270",70,$198,0
793055795,"44,620",890,"$1,780",0
396251819,"46,660",340,"$1,554",0
235897075,"23,230","1,380","$5,802",0
300724992,"10,660",100,$823,0
753514476,"14,600",510,"$2,374",0
540115472,"5,450",70,$350,0
135986880,"8,910",20,$21,0
364022885,"15,380",20,$44,0
834624511,"11,200",50,$335,1
656451597,"12,700",40,$208,1
816943146,"10,740",140,$616,1
401521915,"3,350",250,"$1,629",1
277836435,"16,180",270,"$1,114",1
589001322,"13,820",420,"$2,583",2
288355535,"20,170",440,"$1,474",2
344208411,"15,890",100,$433,2
352806472,"11,000",490,"$1,846",2
603994306,"7,960",210,$407,2
393575506,"5,410",560,"$3,463",0
472496692,"12,630",260,"$2,070",0
805481574,"10,840",140,$218,0
524943198,"6,240",770,"$2,090",0
124937719,"16,180",130,"$1,126",0
720219595,"17,560",300,"$1,765",0
340287915,"9,580",840,$957,0
587649685,"20,950",720,"$1,027",0
325855014,"9,510",410,"$2,127",0
219275696,"8,580",160,$623,1
307803008,"28,270","1,130","$3,086",1
474475071,"33,900","1,060","$3,756",1
830325963,"23,160",260,$722,3
333247813,"7,180",580,"$4,004",1
313499378,"11,520",320,$896,1
873133268,"44,020",770,"$3,086",1
108098022,"42,290",950,"$2,126",1
549363659,"31,040",840,"$5,722",0
260875280,"22,720",120,$892,0
649082112,"10,090",70,$542,0
755419691,"18,260",740,"$2,629",0
746537167,"34,060",310,$994,0
462757084,"6,560",280,"$1,701",0
365401846,"10,540",220,"$1,611",0
238551516,"26,810",600,"$3,795",1
827048454,"14,220",260,"$1,490",1
474174170,"21,380",530,"$1,424",1
688280035,"24,490",880,"$3,838",1
137546734,"31,800",170,$574,3
329254393,"35,340",70,$129,3
676691511,"36,390",770,"$3,590",1
868538937,"9,090",500,"$2,276",1
515126376,"17,370",150,$354,1
399352512,"33,790",580,"$3,978",0
635032049,"40,630","1,160","$3,991",0
128933551,"16,950",740,"$3,429",0
608802986,"30,560",300,"$1,288",1
606511645,"17,880",550,"$1,280",1
739794554,"10,510",980,"$4,112",3
339485567,"38,680","1,150","$3,657",1
157175432,"57,370",280,"$1,950",1
170179073,"16,690",190,"$1,584",1
421919433,"13,420",210,"$1,373",0
866641216,"11,970",480,"$1,963",0
650271612,"3,910",460,"$1,990",0
852346820,"8,410",250,"$1,172",0
552648906,"18,980",110,$228,1
623026429,"23,170",180,"$1,083",1
475350849,"6,000",670,"$3,773",1
597422794,"16,110",40,$109,2
446056215,"27,320",500,"$2,619",1
564337444,"11,820",300,$768,1
225930987,"7,870",440,"$2,786",0
137217797,"21,240",240,"$1,763",0
446069117,"34,540",340,"$1,701",0
576846657,"28,460",410,"$2,412",0
242145016,"29,090",560,"$1,286",0
305483580,"12,970",510,"$3,807",1
713114283,"35,090","1,010","$5,356",1
547088056,"24,930",520,"$3,276",0
705318828,"14,950",470,"$2,336",0
142301606,"8,490",320,"$2,093",0
484386351,"7,880",440,"$2,723",0
147424426,"9,990",130,$778,1
164599722,"26,470",650,"$4,798",1
180510227,"18,110",110,$224,1
744581849,"11,800",170,$455,1
144977380,"10,730",730,"$3,753",3
570981880,"27,200",280,"$1,625",3
220360688,"21,320",360,"$1,193",1
462634284,"29,650",140,$786,1
280552316,"11,490",510,"$2,341",1
455749867,"17,440",910,"$6,997",0
722442842,"22,390",230,"$1,490",0
523899724,"39,300","1,350","$4,868",0
268236075,"4,210",380,"$2,923",0
852603113,"4,100",200,"$1,052",0
441570122,"3,520",410,"$1,040",0
793773309,"16,340",490,"$1,426",0
531867053,"12,890",280,$802,0
131489582,"2,950",420,"$1,312",0
712672608,"5,870",290,"$1,381",1
595887114,"7,670",410,"$1,264",1
460822068,"16,870",390,"$2,224",1
173467834,"16,190",70,$72,1
603464033,"7,670",300,"$2,540",2
255356264,"11,880",50,$176,2
754804126,"10,300",320,"$1,901",2
298157237,"13,360",750,"$3,885",2
656782964,"10,190",420,"$1,618",0
864748655,"22,850",120,$256,0
613075565,"9,240",420,"$1,793",0
318833818,"7,390",200,"$1,105",0
559421085,"16,320",390,"$1,468",0
369034479,"24,460",330,"$1,437",0
744642598,"25,900",470,"$1,527",0
127491418,"16,700",40,$109,0
634592005,"24,330",70,$340,0
226413388,"8,040",670,"$2,442",0
249825897,"19,510",290,"$1,444",0
871884504,"9,060",830,"$4,046",1
752796833,"16,390",970,"$5,122",1
353137693,"15,940",500,"$2,017",3
258917483,"11,320",60,$147,3
450975388,"22,890",870,"$3,296",3
782958386,"20,810",440,"$2,913",3
514015242,"16,440",110,$388,1
418506788,"22,920","1,630","$4,228",1
768444694,"34,010",530,"$1,178",0
827138906,"14,860",320,"$1,760",0
563325930,"28,950",330,"$2,331",0
687082853,"25,170",70,$366,0
714907626,"26,030",300,$961,0
469744616,"7,640",130,$932,0
134194776,"9,870",190,$789,0
230336045,"11,030",200,$633,0
777015500,"6,620",100,$671,0
282192186,"9,200",420,"$1,699",0
156523114,"14,110",260,"$1,165",0
401966647,"19,450",480,"$2,075",1
124753248,"9,260",90,$316,1
705714245,"22,130",340,"$1,330",1
168243930,"9,980",200,$971,1
286930728,"5,870",360,"$2,209",1
705867830,"16,230",20,$140,2
602771026,"11,720",150,$546,2
217051320,"6,520",380,"$2,629",2
240067171,"4,700",410,"$2,203",2
893283486,"9,580",450,"$2,435",1
325144294,"28,060",800,"$2,911",1
294979155,"10,000",660,"$3,072",1
105853628,"21,080",380,$609,1
743926725,"16,050",280,"$1,228",1
255487357,"24,180",490,"$2,279",1
843379445,"20,860",570,"$3,355",0
830461367,"5,850",190,"$1,310",0
194458676,"13,310",180,"$1,336",0
862478360,"28,430",30,$206,0
329070972,"10,090",640,"$2,026",0
131080549,"12,840",160,$621,0
248167413,"17,270",220,$235,0
782769822,"24,810",820,"$2,982",0
839434054,"25,930",590,"$2,112",1
519627950,"16,700",790,"$1,393",1
520972011,"33,330",530,"$1,496",3
143621932,"17,350",820,"$1,595",3
516634126,"17,040",830,"$4,580",1
301238596,"33,470",360,"$1,908",1
750233395,"20,590",250,"$1,078",1
888095010,"32,610",660,"$3,250",0
392621092,"23,160",730,"$2,938",0
732781019,"8,850",430,"$1,862",0
890298666,"15,040",210,$256,0
822058415,"8,620",140,$447,0
437637690,"5,220",80,$500,1
112611010,"12,470",320,"$1,692",1
157549719,"11,750",430,"$1,459",1
599894412,"15,510",360,"$1,776",2
417043125,"14,570",260,"$1,281",2
430501511,"23,410",140,$749,0
174024317,"11,610",270,$672,0
755873652,"17,960",250,$365,0
330761242,"14,880",230,$602,0
135454590,"26,510",690,"$1,863",0
386878533,"27,450",360,$780,0
528858414,"6,170",560,"$1,619",0
266015943,"22,750",540,"$2,410",3
520661251,"20,030",990,"$2,691",3
165822138,"40,540",440,"$1,168",1
706920246,"41,070",210,"$1,044",1
527672634,"9,310",220,"$1,029",0
177456101,"22,120",450,"$3,055",0
894796131,"30,910",430,"$2,790",1
477070523,"24,350",80,$221,1
571457474,"16,800",220,$598,1
295105396,"34,900",340,"$2,219",3
198240141,"11,560",430,"$2,555",1
102658590,"40,990",850,"$5,155",0
130190611,"43,860",940,"$5,033",0
268903411,"34,430","1,170","$4,762",0
871789361,"10,770","1,390","$1,567",0
842657866,"22,670",50,$230,0
141691878,"8,850",400,"$2,710",0
259657956,"19,200",80,$347,0
566499183,"11,590",540,"$3,453",1
416370312,"15,150",150,"$1,119",1
165004423,"21,480",370,$743,1
839683488,"9,680",270,$905,1
175988540,"14,850",400,"$1,270",1
478359807,"23,740",40,$241,2
529425220,"20,680",300,"$1,044",2
264786265,"24,720",240,"$1,126",1
282242665,"30,170",240,$404,1
460739766,"20,970",30,$172,0
388141337,"18,410",980,"$2,012",0
626455175,"33,700",40,$89,0
136000841,"10,650",200,$779,0
533393782,"6,900",400,"$1,368",0
797899128,"3,440",20,$63,0
141099247,"6,570",80,$113,0
827672621,"10,600",110,$680,1
633572815,"11,660",430,"$1,378",1
212649276,"4,780",670,"$3,554",2
800373997,"11,830",550,"$2,182",2
382056702,"23,520",320,$445,2
842235196,"6,110",710,"$1,308",2
674846128,"9,460",220,"$1,713",1
253886762,"12,030",760,"$4,739",0
514710412,"11,700",20,$97,0
850150571,"29,740",500,$646,0
705992448,"16,640",110,$792,0
513959965,"5,150",20,$150,0
291318722,"4,650",100,$605,0
246330403,"17,130",320,"$1,027",0
289851872,"10,720",520,$975,1
567051046,"7,340",300,"$1,167",1
188299504,"17,820",400,"$3,061",2
607726759,"10,990",580,"$3,948",2
893695660,"21,850",100,$254,2
142011960,"9,290",900,"$1,398",2
626944827,"5,410",190,$533,1
790908713,"18,960",730,"$5,828",1
876342506,"17,060",270,"$1,586",1
563841984,"16,000",250,"$1,304",0
602839241,"29,970",40,$133,0
483524848,"18,720",440,"$2,676",0
329096675,"24,660",170,$778,0
375971364,"15,160",490,"$3,132",0
690748850,"11,870",390,"$1,522",1
792789188,"25,300",660,"$3,763",3
228936724,"17,400",130,$520,1
588002376,"12,360","1,000","$4,211",1
103021587,"38,260",650,"$3,761",0
451280063,"3,410",10,$68,0
801197677,"3,440",380,"$1,878",0
624571623,"13,480",580,"$2,902",0
175742516,"5,020",370,"$2,562",1
241545734,"17,780",270,"$1,439",1
521575510,"12,120",790,"$1,363",1
665408823,"6,780",140,$692,2
661882750,"22,830",940,"$1,902",2
336076837,"26,460",790,"$1,079",1
460574480,"10,490",520,"$1,663",1
155596332,"24,490",640,"$3,027",0
717122879,"17,270",20,$41,0
594718054,"19,510",710,"$2,262",0
663069427,"14,930",410,"$1,708",1
518441268,"21,820",360,"$1,186",1
475252999,"8,980",550,$786,1
381457736,"20,680",310,"$2,571",2
843050787,"25,100",650,"$2,158",2
651760964,"10,350",260,"$1,030",1
288724003,"13,300",540,$966,1
400420588,"10,450",100,$861,0
368360590,"7,100","1,520","$5,762",0
808477539,"5,100",280,"$1,591",0
861399051,"20,390",130,$252,0
134564506,"25,600",510,"$2,491",1
580327009,"20,670",830,"$5,852",1
774422456,"23,010",970,"$2,314",1
113567057,"16,380","1,200","$3,662",1
179698252,"33,620",720,"$3,946",3
656027407,"12,980",440,"$1,682",1
849337792,"44,340","1,030","$3,812",1
605918750,"30,700","1,050","$3,509",1
311172693,"14,020",950,"$3,404",1
846295620,"27,540",470,"$1,177",1
564847778,"29,760",440,"$2,240",0
726285671,"31,560","1,430","$5,338",0
884490583,"7,360",410,"$1,559",0
423917404,"15,850",490,$723,0
692893410,"10,970",150,$517,0
473584300,"7,850",460,"$1,255",1
516641446,"11,210",200,$427,1
817065415,"4,490",40,$54,1
554301950,"12,400",160,$936,2
598326042,"11,060",410,"$2,465",2
624555138,"19,520",310,"$1,746",0
867450405,"8,610",130,$385,0
556207041,"14,270",420,$677,0
414268756,"4,490",990,"$4,424",0
798954000,"19,340","1,030","$1,641",0
654224232,"12,930",60,$137,0
511928721,"15,210",910,"$2,214",0
501183280,"9,320",630,"$5,348",1
124155561,"5,690",760,"$5,754",1
489792346,"22,180",480,"$3,786",1
849692463,"11,090",190,$495,3
832034030,"7,250",510,"$2,612",3
695398560,"16,120",490,$905,3
213746642,"43,900","1,160","$4,224",1
293774588,"20,240",320,$714,1
151342547,"36,350",730,"$1,831",1
874807065,"30,130",430,"$3,614",0
695013762,"11,560",910,"$5,134",0
589238047,"12,980",300,$601,0
690580080,"5,940",540,"$1,629",1
274106902,"5,740",150,"$1,088",1
616585670,"22,860",80,$478,1
737586426,"24,910",820,"$2,448",3
111560412,"27,440",140,$864,1
724511608,"13,380",340,"$2,854",1
273059346,"15,160","1,290","$5,875",1
694564343,"32,040",460,"$2,283",0
764266349,"13,010",370,"$2,406",0
116608035,"25,570",560,"$1,886",0
760610704,"31,430","1,570","$1,900",0
343156505,"51,320",250,$862,1
131289531,"56,250",290,$830,1
298180753,"34,890",730,"$4,629",1
493039648,"10,170",430,"$1,885",0
887662938,"3,840",250,"$1,003",0
212810631,"19,870",690,"$1,863",0
360080069,"9,700",170,$681,1
469866251,"19,100",10,$80,1
741822056,"6,900",480,"$1,116",1
613828634,"23,220",680,"$2,423",1
304223465,"8,480",510,"$2,650",2
378396178,"11,210",390,"$1,733",2
499589345,"14,550",200,$552,2
786842544,"23,180",230,"$1,423",1
530116780,"5,080",330,"$1,910",1
371362582,"7,630",30,$118,1
181243033,"27,200",440,"$1,004",1
230936881,"27,000",50,$233,1
833254054,"21,780",760,"$1,654",0
373493983,"10,700",150,$766,0
589003380,"10,770",350,"$1,810",0
582037441,"28,050",330,"$1,436",0
412437283,"14,760",440,"$2,563",3
446074550,"33,960",520,"$1,738",3
830381379,"18,100",470,"$1,768",0
383042828,"17,850",780,"$5,771",0
661915691,"14,880",370,"$2,883",0
361518969,"16,010",100,$728,0
573210588,"23,210",20,$149,0
320555798,"6,690",890,"$3,489",0
351896234,"30,700",710,"$3,436",1
473330905,"19,660",640,"$4,206",1
626629918,"7,030",600,"$2,528",1
786600108,"11,320",750,"$1,217",1
347404155,"28,600",30,$75,3
609019450,"33,390","1,030","$1,903",3
251189833,"21,880","1,080","$5,508",0
851945382,"39,160","1,330","$1,823",0
472035619,"21,790",670,"$2,165",0
397027376,"11,330",30,$100,0
473660903,"4,050",20,$94,0
346236974,"13,950",370,"$2,167",1
168505860,"16,930",90,$347,1
817987287,"9,040",170,$574,1
310978408,"12,030",260,$770,1
297902184,"5,250",240,$766,1
376502833,"17,090",220,"$1,593",2
813207063,"6,410",120,$276,2
113058916,"22,020",900,"$2,168",2
218159588,"20,660",100,$833,0
378644102,"21,580",670,"$1,630",0
131771248,"9,860",310,$427,0
129448314,"14,430",230,"$1,105",0
729130867,"19,100",170,$326,0
759856864,"11,390",650,"$4,011",1
831578729,"33,430",270,"$1,975",3
896739500,"23,880",830,"$1,951",3
827774905,"38,400","1,370","$6,309",1
622695307,"27,850","1,120","$6,626",0
721136147,"7,630",250,"$1,357",0
187887676,"17,210",410,"$2,426",0
730072507,"12,420",220,"$1,727",0
267919898,"9,880",370,"$1,296",0
248521818,"4,490",370,"$1,491",1
358218732,"14,940",110,$243,2
848823352,"20,170",350,"$2,418",1
143326069,"23,510",90,$680,0
720143436,"27,690",430,"$1,711",0
791520624,"32,260",700,"$5,209",0
702985361,"26,960","1,140","$4,857",0
697867261,"14,540",500,"$3,785",0
221816837,"13,010",340,"$1,422",0
326362385,"14,270",130,"$1,021",0
251616823,"22,330",710,"$5,206",1
714690683,"26,320",410,"$2,126",1
619261081,"14,290",990,"$2,991",3
240240610,"17,190",620,"$3,319",0
375267041,"30,840",950,"$4,054",0
801630750,"38,560",910,"$4,850",0
419339253,"14,630",380,"$2,075",0
258529193,"5,240",290,"$1,584",0
298844203,"7,060",410,"$1,285",0
378875925,"6,610",200,$653,1
255549044,"10,560",220,"$1,757",1
213832162,"11,010",720,"$1,491",1
194985291,"4,630",60,$417,2
261006541,"20,710",490,"$1,537",2
213451477,"19,750",60,$235,2
864612996,"10,490",340,"$1,214",2
226348958,"18,040",50,$239,0
848015116,"16,690",500,"$2,588",0
317078439,"10,920",690,"$1,321",0
437094252,"6,860",250,$879,0
475166561,"26,990",190,$511,0
313164485,"28,900","1,010","$5,999",1
291615945,"31,680",190,$578,1
412254099,"21,160",790,"$1,918",3
280035902,"17,540",890,"$1,213",3
630565290,"31,590",990,"$6,634",1
599367824,"31,770",530,"$3,153",1
783735234,"28,860","1,000","$2,933",1
819948941,"39,050","1,340","$3,098",0
349707668,"11,430",140,$144,0
515636853,"21,910",410,"$1,855",0
212232922,"12,980",200,"$1,499",0
664914423,"8,700",130,$491,0
244715606,"28,550",320,"$1,585",0
685522522,"22,410",340,$791,0
702583723,"14,420",320,$730,0
805630121,"10,180",790,"$1,594",0
859531148,"6,140",490,"$1,832",0
880757448,"22,710",700,"$1,377",0
563125685,"7,920",210,"$1,144",0
740323171,"12,870",210,$729,0
523176699,"9,600",410,"$2,048",0
119933083,"9,420",430,"$2,132",0
540302818,"13,010",170,$730,0
791885344,"11,400",150,$864,0
726817959,"18,470",680,$915,0
566528046,"18,750",20,$35,0
356916488,"15,160",780,"$1,246",0
466907886,"20,050",50,$168,0
334525116,"24,480",140,$592,0
860753141,"12,630",880,"$3,754",0
278635170,"3,770",430,"$3,145",0
374130275,"7,030",480,"$1,739",0
410835656,"8,860",760,"$1,907",0
353169625,"10,440",920,"$1,002",0
799116111,"39,410",260,"$1,285",0
229823168,"22,240",90,$702,0
881431562,"8,470",560,"$1,617",0
519847151,"15,050",560,$813,0
360426361,"12,440",210,$835,0
383213979,"21,430",500,"$2,384",0
467889756,"7,410",500,"$1,910",0
593364593,"14,180",240,$489,0
762648944,"31,730",540,"$3,980",0
666573872,"35,010",450,$872,0
544231112,"17,490",130,$857,0
873156260,"18,080",900,"$3,454",0
785076015,"26,330","1,620","$2,135",0
422500100,"26,620",110,$683,0
497776069,"28,460",220,"$1,531",0
501291893,"20,290",450,"$2,633",0
596342653,"27,260",240,$825,0
345584261,"45,860",730,"$4,079",0
467204923,"12,680","1,310","$6,688",0
726602035,"25,230",200,$943,0
269541670,"26,110",280,"$2,114",0
146811530,"18,850","1,370","$4,115",0
673701890,"30,070",480,"$1,685",0
708123201,"33,820","1,100","$3,139",0
369689766,"29,340",470,$525,0
554080269,"45,380",480,$711,0
688157907,"15,680",130,$313,0
817788357,"21,770",550,$783,0
798501590,"17,390",620,"$2,251",0
226275336,"16,230",580,"$3,302",0
102015815,"23,940",710,"$6,165",0
762885470,"9,640","1,270","$3,981",0
522788805,"16,270","1,270","$6,969",0
560826007,"40,780","1,320","$4,688",0
633902431,"29,690",670,"$1,120",0
572328251,"9,440",10,$54,0
246774766,"5,560",440,"$1,719",0
349716936,"11,730",700,"$2,565",0
364865670,"18,370",700,"$2,068",0
660509930,"24,880",460,"$1,765",0
793485202,"20,760",20,$64,0
311081817,"20,760",250,$575,0
498046171,"30,630",210,"$1,464",0
614790525,"19,820",860,"$5,237",0
486134058,"36,260",800,"$3,025",0
289171439,"23,780",340,"$2,455",0
287434457,"44,530",700,"$2,616",0
750901127,"11,460",20,$125,0
769528593,"21,840",410,"$2,787",0
218985760,"12,520",550,"$1,354",0
359522625,"10,580",670,"$2,317",0
255242475,"25,540",420,$473,0
813771409,"7,130",100,$355,0
334075763,"18,080",220,"$1,165",0
178583147,"29,670",700,"$4,629",0
512599653,"26,300",650,"$1,361",0
154039488,"31,560",860,"$6,630",0
881761769,"6,740",450,"$1,989",0
286546840,"13,930",560,"$1,745",0
820622710,"6,750",460,"$2,088",0
272310651,"22,670",530,"$1,214",0
749010053,"18,150",220,$718,0
105331303,"28,950",670,"$3,133",0
867988801,"11,640",100,$636,0
305343220,"33,870",740,"$1,490",0
667199262,"9,020",740,"$4,783",0
767323383,"32,670",340,"$2,339",0
384052202,"22,070",320,"$1,643",0
784936623,"33,540",560,"$3,484",0
838931043,"38,770",470,"$3,080",0
